"","condominiumIndicator","communityRatingSystemDiscount","dateOfLoss","elevatedBuildingIndicator","latitude","longitude","locationOfContents","lowestFloorElevation","numberOfFloorsInTheInsuredBuilding","occupancyType","primaryResidence","totalAmount","totalCoverage"
"8581","0","2",2005-12-31,"0",38.4,-122,"2",0,"3","2","1",29237.51,280000
"8597","0","2",2005-01-10,"0",34.1,-118.4,"1",0,"3","2","1",1478.39,350000
"8600","0","2",2004-02-25,"0",34.1,-118.5,"3",0,"3","2","1",147.27,310000
"8612","0","2",2005-02-19,"0",34.1,-118.3,"3",0,"3","2","1",2300,350000
"8616","0","2",2004-02-25,"0",37.9,-122.5,"2",0,"2","2","1",2354.74,310000
"8617","0","2",2005-12-31,"0",38.3,-122.3,"3",0,"3","2","1",6361.98,350000
"8618","0","3",2005-01-10,"0",34.3,-119.3,"2",18.3,"2","3","0",152983.76,580300
"8619","0","1",2005-01-10,"0",34.3,-119.3,"2",18.3,"2","3","0",13498.66,206400
"8620","0","3",2005-01-10,"0",34.3,-119.3,"2",19.5,"2","1","0",1318.97,224400
"8623","0","2",2005-12-31,"0",37.9,-122.6,"2",0,"2","2","1",5727.17,315800
"8629","0","1",2005-12-31,"0",38,-122.6,"2",0,"2","2","1",4212.75,185200
"8635","0","4",1995-01-10,"0",38.7,-121.3,"1",0,"2","2","0",60000,164500
"8638","0","4",1995-01-10,"0",38.8,-121.2,"1",0,"2","2","0",60000,148000
"8640","0","1",2005-01-10,"0",34.3,-119.3,"2",18.9,"2","3","0",67167.48,449800
"8652","0","2",2005-01-10,"0",34.1,-118.6,"3",0,"3","2","1",3526.1,310000
"8655","0","2",2005-12-31,"0",38.3,-122.3,"2",0,"2","3","0",60000,225000
"8657","0","2",1992-02-10,"0",34.2,-118.6,"1",0,"2","2","0",7084.86,245000
"8660","0","1",2005-01-06,"0",37.9,-122.5,"2",0,"2","3","0",69396.28,407900
"8662","0","2",1998-02-08,"1",37.9,-122.6,"3",0,"3","2","0",1227.17,53400
"8667","0","2",1995-01-09,"0",37.3,-121.9,"1",0,"2","2","0",105.5,157500
"8673","0","2",1995-01-09,"0",37.3,-121.9,"2",0,"2","2","0",941.52,138900
"8674","0","1",1998-02-06,"0",37.9,-122.5,"2",0,"2","3","0",22343.08,88100
"8675","0","4",1995-01-09,"1",38.7,-121.3,"2",0,"2","2","0",5811.52,93100
"8676","0","3",1995-03-11,"0",36.5,-121.9,"1",0,"2","2","0",3486.1,121300
"8678","0","1",2003-02-12,"0",33.4,-117.6,"1",0,"2","2","1",550.56,310000
"8685","1","2",1988-01-18,"0",34,-118.7,"2",0,"2","1","0",250,60000
"8690","0","1",2004-02-25,"0",33.4,-117.6,"1",0,"2","2","1",149.02,310000
"8705","0","4",1995-01-10,"0",38.8,-121.3,"1",0,"3","2","0",4872,58200
"8706","0","2",1997-01-02,"0",39,-121.5,"1",0,"2","2","0",46500,188100
"8712","0","2",1995-03-10,"0",34.4,-119.8,"2",0,"2","3","0",22400,171700
"8716","0","1",1995-01-09,"0",35.2,-120.7,"3",0,"3","3","0",31100,251100
"8717","0","1",1995-03-10,"0",35.2,-120.7,"3",0,"3","3","0",31100,251100
"8719","0","2",1995-03-11,"0",34,-118.6,"1",0,"2","2","0",5795.68,245000
"8722","0","3",1995-01-09,"0",38.8,-121.2,"1",0,"2","2","0",22900,132900
"8767","0","1",1980-01-28,"0",32.9,-117.1,"2",0,"2","2","0",190,45000
"8768","0","1",1998-02-27,"0",32.8,-117.1,"2",0,"2","3","0",18197.85,196800
"8793","0","3",1995-01-10,"0",38.8,-121.2,"1",0,"2","2","0",22100,231000
"8794","0","2",1995-01-09,"0",34.1,-118.6,"2",0,"2","3","0",29512.4,105000
"8798","0","2",1997-01-02,"0",38.2,-121.6,"2",0,"2","2","0",15000,151400
"8801","0","1",1998-02-24,"0",39,-122.9,"2",0,"2","2","0",2430,20400
"8805","0","3",2005-12-30,"0",38,-122.2,"3",0,"3","2","1",18668.15,350000
"8823","0","2",1998-02-02,"0",38.2,-122.6,"1",0,"2","2","0",3729.65,129400
"8828","0","4",1995-01-09,"0",38.6,-121.4,"3",0,"3","2","0",10502.71,245000
"8859","0","2",1995-03-10,"1",39,-122.9,"1",0,"3","2","0",9591.85,203000
"8871","0","2",1997-01-02,"0",39.1,-121.6,"1",0,"2","2","1",24251.6,125000
"8890","0","2",1997-01-02,"0",39,-121.6,"1",0,"2","2","1",38000,188000
"8891","0","2",1997-01-04,"0",39.1,-121.6,"1",0,"2","2","0",25001,125000
"8909","0","2",1997-01-02,"0",39.2,-121.5,"1",0,"2","2","0",38001,188000
"8910","0","2",1997-01-02,"0",39.1,-121.6,"1",0,"2","2","1",25000,125000
"8922","0","2",1997-01-04,"0",39.1,-121.9,"1",0,"2","2","1",50000,250000
"8923","0","2",1997-01-04,"0",39.1,-121.9,"1",0,"3","2","1",38000,188000
"8924","0","2",1997-01-04,"0",39.1,-121.9,"1",0,"2","2","1",59999.27,310000
"8932","0","2",1998-02-02,"0",37.5,-122.1,"3",0,"3","2","1",52956.76,350000
"8954","0","1",1998-02-24,"0",34.5,-117.2,"1",0,"2","2","0",3931.21,68500
"8966","0","2",1997-01-02,"0",39,-121.6,"2",0,"2","3","0",24300,84800
"8973","0","1",2014-12-11,"0",39.9,-122.2,"2",0,"2","2","0",2209.2,175000
"8974","0","1",2017-02-25,"1",37.4,-120.8,"2",91.8,"2","2","1",574.55,350000
"8975","0","3",2019-01-18,"0",34.3,-119.4,"3",0,"3","2","0",13676.27,305100
"8977","0","4",2017-02-10,"0",38.6,-121.6,"1",0,"3","2","1",1050.61,255900
"9008","0","1",2019-02-03,"0",34,-118.9,"3",0,"3","2","0",42077.2,345500
"9010","0","4",2017-02-18,"0",38.3,-121.5,"1",0,"3","2","1",1658.32,289000
"9020","0","1",1995-01-11,"0",38.9,-121.1,"2",0,"2","3","0",4682.3,5300
"9031","0","2",2017-02-21,"1",37.3,-121.9,"1",0,"1","2","1",8519.18,350000
"9038","0","3",2017-01-09,"0",39.2,-120.2,"3",0,"3","2","0",2686.98,350000
"9041","0","2",1998-02-02,"0",37.5,-122.1,"1",0,"3","2","1",4511,150000
"9051","0","1",2018-03-22,"0",38.7,-121.2,"2",0,"2","2","1",837.24,350000
"9055","0","1",2014-12-15,"0",38.6,-122.9,"2",0,"2","3","0",1576.69,300000
"9056","0","1",2017-01-10,"0",38.4,-121.3,"2",0,"2","2","0",2411.91,350000
"9060","0","4",2017-01-11,"1",38.7,-121.6,"3",0,"3","2","0",50401.12,261600
"9073","0","1",2017-02-19,"0",36.9,-121.4,"2",0,"2","2","1",2605.8,269800
"9079","0","1",1995-01-10,"0",38.9,-121.1,"2",0,"2","3","0",5153.48,10000
"9084","0","2",2018-12-06,"0",33.2,-117.3,"3",55.3,"3","2","0",279376.83,500000
"9087","0","1",2014-09-08,"0",33.7,-116.3,"2",0,"2","2","0",55701.28,350000
"9095","0","1",2014-09-08,"0",33.7,-116.3,"2",0,"2","2","1",100001,350000
"9114","0","1",2016-01-05,"0",34.4,-119.7,"2",0,"2","2","0",3935.56,157500
"9127","0","2",1995-01-10,"0",34.4,-119.6,"1",0,"2","2","0",7901,81200
"9134","0","2",1998-02-20,"0",39,-122.9,"1",1328.7,"3","2","0",4139.86,265000
"9143","0","2",2010-12-22,"0",33.2,-117.3,"2",0,"2","3","0",3378.36,1000000
"9174","0","1",2006-04-03,"0",37.3,-120.5,"2",10,"2","2","1",38300,288300
"9175","0","2",2005-12-31,"0",38.5,-122.4,"2",0,"2","3","0",4814.41,50000
"9176","0","2",2005-12-31,"0",38,-122.6,"3",0,"3","2","0",276.48,252500
"9179","0","1",2011-04-09,"0",37.9,-122.5,"2",0,"2","2","1",9791.07,350000
"9185","0","2",2005-12-31,"0",38.3,-122.3,"2",0,"2","3","0",1e+05,200000
"9186","0","2",2005-12-31,"0",38.6,-122.6,"2",0,"2","1","0",4019.06,25000
"9189","0","1",2005-12-31,"0",38.1,-122.3,"2",0,"2","3","0",12800,30500
"9198","0","2",2005-12-31,"0",38,-122.6,"3",0,"3","3","0",75000,174900
"9200","0","1",2010-12-19,"0",33.6,-117.8,"3",0,"3","2","1",16731.17,350000
"9201","0","2",2005-12-31,"0",38.4,-122,"2",0,"2","2","1",21522.14,350000
"9211","0","2",2003-02-14,"0",38.5,-122,"2",0,"2","3","0",16038.2,75000
"9212","0","2",2005-12-31,"0",38.5,-122,"2",0,"2","3","0",75001,75000
"9213","0","2",2005-12-31,"0",38,-122.6,"2",0,"2","2","0",2283.48,275000
"9214","0","4",2005-12-31,"0",38.6,-121.6,"2",0,"3","2","1",5268.8,350000
"9217","0","2",2005-12-31,"0",38.3,-122.3,"2",0,"2","2","1",4345.3,280500
"9221","0","2",2005-12-31,"0",38,-122.6,"2",0,"3","2","1",5900,255900
"9224","0","2",2005-12-31,"0",38,-122.6,"2",0,"2","3","0",119260.77,458000
"9232","0","2",2005-12-31,"0",38.3,-122,"2",0,"3","2","1",1412.03,140000
"9234","0","4",2006-04-03,"0",38.6,-121.6,"1",0,"3","2","1",5901,255900
"9240","0","2",2005-12-31,"0",38.3,-122.3,"2",0,"2","3","0",13391.06,100000
"9250","0","4",2017-01-09,"1",38.7,-121.6,"1",0,"3","2","1",30805.59,234700
"9274","0","3",2017-01-07,"0",38.6,-121.5,"2",0,"2","2","1",6097.16,280000
"9279","0","1",2017-02-20,"1",37,-121.4,"1",0,"3","2","1",1085.02,250000
"9299","0","2",1998-02-02,"0",37.4,-122.1,"2",0,"2","2","1",15689.71,256700
"9301","0","1",2019-02-14,"0",38.4,-120.6,"3",0,"3","2","0",2671.45,400000
"9304","0","2",1998-02-07,"0",34.2,-118.5,"1",0,"2","2","0",475.86,125000
"9307","0","2",1998-02-02,"0",37.5,-122.1,"1",0,"1","2","1",791.83,125000
"9308","0","2",1998-02-15,"0",40.5,-122.4,"1",0,"2","2","0",2265.13,182900
"9309","0","1",2019-02-27,"0",39.8,-122.2,"2",0,"2","2","1",620.61,350000
"9315","0","2",1998-02-07,"0",38.1,-121.8,"2",0,"2","3","0",12471.8,25000
"9318","0","2",1998-02-03,"0",39,-121.6,"2",0,"2","2","0",1799.35,62000
"9331","0","1",2014-09-08,"0",33.7,-116.3,"2",0,"2","2","1",70461.27,350000
"9332","0","3",2019-02-02,"0",34.2,-118.8,"3",0,"3","2","1",14393.46,350000
"9351","0","1",1998-02-23,"0",33.6,-117.8,"1",0,"3","2","0",2610.79,15000
"9352","0","2",1998-02-02,"0",37.4,-122.1,"1",0,"2","2","0",9975.5,300000
"9366","1","3",1998-02-24,"0",33.5,-117.8,"3",0,"1","1","0",358,60000
"9382","0","1",1998-03-25,"0",33.4,-117.6,"1",0,"2","2","0",367.5,250000
"9385","0","2",1998-02-02,"0",37.1,-122.1,"1",0,"3","2","0",5960.72,155000
"9388","0","2",2006-01-01,"0",38,-122.6,"3",0,"3","2","1",100001,350000
"9390","0","2",2005-12-31,"0",37.9,-122.6,"2",0,"2","2","1",38294.54,350000
"9391","0","2",2010-02-06,"1",34.2,-118.4,"1",0,"3","2","1",4255,350000
"9395","0","1",1998-02-06,"0",32.8,-117.2,"1",0,"2","2","1",724.99,188000
"9412","0","1",2010-02-10,"1",34.2,-118.2,"1",0,"3","2","1",772.47,350000
"9413","0","1",2010-02-06,"0",34.2,-118.2,"2",0,"2","2","1",60.81,350000
"9416","0","1",2010-12-21,"1",33.6,-117.8,"2",0,"2","2","0",51226,115000
"9418","0","2",2005-12-31,"0",38,-122.6,"2",0,"2","2","0",20217.06,350000
"9436","0","2",2005-12-31,"0",38.3,-122,"3",0,"1","2","1",4991.47,210000
"9444","0","2",2005-12-31,"0",38.3,-122.3,"2",0,"2","3","0",39469.38,84000
"9450","0","2",2005-12-31,"0",38,-122.6,"2",0,"2","2","1",1634,350000
"9460","0","3",2004-09-19,"0",38.6,-121.5,"2",0,"2","3","0",33013.32,500000
"9472","1","4",2005-12-31,"0",38.6,-121.4,"3",0,"3","1","1",1398.19,25000
"9473","0","2",2005-12-31,"0",38.3,-122.3,"3",0,"3","3","0",56718,214400
"9474","0","1",2006-04-04,"1",37.3,-120.5,"2",2,"2","2","1",3456.05,180500
"9475","0","1",2006-04-04,"0",37.3,-120.5,"2",2,"2","2","1",1071.39,62500
"9477","0","1",2005-12-31,"0",38,-122.5,"1",0,"3","2","1",22100,243200
"9488","0","2",2005-12-31,"0",38,-122.6,"2",0,"2","2","1",18608.23,207800
"9491","0","2",2014-02-09,"0",37.9,-122.6,"2",0,"2","2","1",4069.69,350000
"9498","1","4",2005-12-31,"0",38.6,-121.4,"2",0,"2","1","1",15001,15000
"9500","0","2",2005-12-31,"0",38,-122.6,"3",0,"3","2","1",5600,138700
"9502","0","2",2005-12-31,"0",38.3,-122.3,"2",0,"2","3","0",28187.18,28900
"9503","0","2",2017-02-07,"1",38.4,-121.9,"1",0,"3","2","1",1669.83,350000
"9515","0","3",2008-11-01,"0",36,-121.5,"2",0,"2","2","1",5433,350000
"9525","0","2",2005-01-10,"0",33.6,-117.9,"2",0,"2","3","0",19351.62,1000000
"9534","0","2",2005-12-31,"0",38,-122.6,"1",0,"1","2","1",25800,275800
"9537","0","2",2005-12-31,"0",38.3,-122.3,"2",0,"2","3","0",110535.96,706500
"9547","0","1",2008-01-04,"0",37.5,-122.2,"2",7.7,"2","3","0",14222.19,1000000
"9549","0","4",1995-01-10,"0",38.7,-121.5,"1",0,"2","2","0",12618.51,61700
"9557","0","3",1995-01-10,"0",33.7,-118,"2",0,"2","2","0",5001,25000
"9559","0","2",1997-01-01,"0",40.5,-122.4,"2",0,"2","2","0",1905.12,169000
"9561","0","1",1997-01-01,"0",37.8,-122.2,"1",0,"2","2","0",1504.9,245000
"9562","0","1",1997-01-01,"0",37.4,-121,"2",0,"2","3","0",10000,136000
"9577","0","3",1998-02-23,"0",34.4,-119,"1",0,"2","2","0",948.5,13600
"9582","0","1",1997-01-01,"0",38,-122.1,"2",0,"2","2","0",1321.1,105000
"9588","0","2",2005-12-31,"0",38.3,-122.3,"2",0,"2","3","0",10548.99,965400
"9590","0","3",1997-01-01,"0",33.7,-118,"2",0,"2","2","0",6840.92,38000
"9593","0","1",1995-01-04,"0",34.2,-119.2,"2",0,"2","2","0",575,38000
"9595","0","1",1995-03-10,"0",35.2,-120.7,"2",0,"2","3","0",3182.06,106000
"9596","0","1",1995-03-10,"0",35.2,-120.7,"1",0,"3","2","0",30001,300000
"9597","0","1",1995-03-10,"0",35.2,-120.7,"2",0,"3","3","0",10433.27,265000
"9610","0","1",2005-06-25,"0",33.7,-118,"2",0,"2","2","1",104.86,271300
"9611","0","2",2005-12-31,"0",38,-122.6,"2",0,"2","2","1",27600,277600
"9615","0","2",1995-01-08,"0",38.3,-122.3,"2",0,"2","3","0",200,275000
"9619","0","2",2005-12-31,"0",38,-122.6,"2",0,"2","3","0",52500,52500
"9622","0","2",1995-03-09,"0",38.3,-122.3,"2",0,"2","3","0",72255.69,700000
"9625","0","1",1995-03-09,"0",38.5,-122.5,"2",0,"2","3","0",2891.6,15800
"9626","0","1",1997-01-01,"0",38.4,-122.4,"2",0,"2","2","1",10586.41,231100
"9628","0","1",2005-01-07,"0",38,-122.5,"2",0,"2","3","0",250000,350000
"9636","0","2",1998-02-01,"0",38.4,-122.3,"2",0,"2","3","0",301.29,55000
"9638","0","3",2011-03-16,"0",38.8,-121.1,"3",0,"3","2","1",130.82,210000
"9641","0","4",2005-12-31,"0",38.7,-121.6,"3",0,"3","2","1",3389.09,350000
"9646","0","1",2005-12-31,"0",38,-122.5,"3",0,"3","2","1",4745.85,317000
"9648","0","2",1997-01-04,"0",39.1,-121.9,"2",0,"2","2","1",733.39,157500
"9652","0","2",1997-01-02,"0",39.1,-121.6,"2",0,"2","2","1",25001,125000
"9653","0","2",1997-01-01,"0",38.3,-122.3,"2",27,"2","2","1",2226.19,310000
"9660","0","1",1995-01-09,"0",38.4,-122.4,"2",0,"2","2","1",17946,211300
"9661","0","1",1995-03-09,"0",38.4,-122.4,"2",0,"2","2","1",3734.48,211300
"9667","0","2",1997-01-10,"0",38.3,-122.3,"2",0,"2","3","0",12918.11,81300
"9668","0","2",1997-01-04,"0",39.1,-121.9,"2",0,"2","2","1",13318.75,155000
"9670","0","2",1997-01-01,"0",38.4,-122.3,"2",0,"2","3","0",155.45,55000
"9672","0","1",1998-02-08,"0",32.7,-117.1,"2",0,"2","2","1",2387.21,188000
"9674","0","2",2005-12-31,"0",38,-122.6,"2",0,"2","2","1",12800,62800
"9677","0","2",2005-12-31,"0",38.5,-122.5,"2",192.9,"2","2","1",21420.6,185500
"9678","0","2",2005-12-31,"0",38,-122.6,"2",0,"3","3","0",1e+05,221800
"9681","0","3",2005-01-10,"0",34.4,-119.3,"3",0,"3","2","1",15541.75,313000
"9690","0","2",1997-01-01,"0",39.1,-121.6,"2",0,"2","2","1",2661.98,93000
"9693","0","2",2005-12-31,"0",38,-122.6,"2",0,"2","3","0",7500,7500
"9694","0","4",2005-12-31,"0",38.6,-121.6,"1",0,"3","2","1",7328.57,268500
"9697","1","4",2005-12-31,"0",38.6,-121.4,"2",0,"3","1","1",3255.58,46000
"9698","0","2",2005-12-30,"0",38,-122.6,"2",0,"2","2","1",1876.5,334500
"9700","0","2",2005-12-31,"0",38,-122.6,"3",0,"3","2","1",11000,261000
"9701","0","2",2005-12-31,"0",38,-122.6,"3",0,"3","2","1",9050.35,210000
"9703","0","2",2005-12-31,"0",38,-122.6,"3",0,"3","3","0",1788.12,540000
"9709","0","1",2005-01-10,"0",34.4,-119.7,"2",0,"2","3","0",4334.85,661700
"9710","0","2",2005-12-31,"0",38.2,-122.3,"2",0,"2","2","1",3427.28,175000
"9712","0","2",2005-12-31,"0",37.9,-122.5,"2",0,"2","3","0",38451.13,130200
"9713","0","1",2005-12-31,"0",38.9,-120,"2",0,"3","3","0",25934.74,358600
"9714","0","1",2005-12-31,"0",38.9,-120,"3",0,"3","3","0",5183.25,158500
"9716","0","1",2005-01-09,"0",34.2,-118.2,"3",0,"3","2","1",5507.7,312100
"9719","0","4",2005-12-31,"0",38.6,-121.4,"3",0,"3","3","0",7700,122700
"9720","0","2",2005-01-04,"0",34.2,-118.6,"2",0,"2","2","1",2241.92,350000
"9721","0","2",2005-12-31,"0",38,-122.6,"2",0,"2","2","1",1516.02,147900
"9725","0","2",2005-12-31,"0",38.3,-122.3,"2",0,"2","3","0",1e+05,725500
"9726","0","2",2005-12-31,"0",38.3,-122.3,"2",0,"2","3","0",20800,65100
"9731","0","2",2005-01-09,"0",34.4,-119.6,"2",0,"2","2","1",12177.31,310000
"9739","1","2",2004-12-28,"0",33.7,-118.1,"3",0,"1","1","1",4346.68,44300
"9744","0","2",2005-12-31,"0",38.3,-122.3,"2",0,"2","2","1",1796.89,235000
"9745","0","2",1998-02-03,"0",38.1,-122.6,"1",0,"2","2","0",6467.85,113200
"9746","0","2",2005-12-31,"0",38.4,-122.4,"2",0,"2","2","0",436,350000
"9747","0","2",2005-12-31,"0",38,-122.6,"1",0,"3","2","1",55708.3,350000
"9749","0","2",2021-10-26,"1",37.7,-122.5,"1",0,"1","2","1",1802,350000
"9750","0","2",2021-10-26,"1",37.7,-122.5,"1",0,"1","2","1",1802,350000
"9754","0","2",2005-12-31,"0",38.3,-122,"3",0,"3","2","0",1440.3,105000
"9760","0","2",1998-02-02,"0",37.9,-122.5,"2",0,"2","2","1",987.73,262800
"9772","0","3",1992-02-12,"0",34.4,-119.3,"1",0,"2","2","1",4816.91,98000
"9782","0","3",1995-03-10,"0",34.4,-119.3,"1",0,"2","2","1",2583.8,116400
"9789","0","2",1993-01-19,"0",37.9,-122.5,"1",0,"3","2","0",6848.4,85000
"9803","0","2",2005-02-19,"0",34.1,-118.4,"1",0,"3","2","1",810,350000
"9811","0","2",2005-12-31,"0",38.3,-122,"3",0,"3","2","1",9615.04,350000
"9815","0","2",2005-12-31,"1",38,-122.6,"2",0,"3","2","1",7421.8,350000
"9816","1","2",2005-12-31,"0",38,-122.6,"2",0,"2","3","0",204800,204800
"9820","0","2",2005-12-31,"0",38.5,-122.5,"2",0,"2","2","1",7294.94,210000
"9822","0","2",2005-12-31,"0",38.4,-122.4,"2",0,"2","2","1",4178.89,310000
"9828","0","2",2005-12-31,"0",38.3,-122,"2",0,"2","3","0",32234.41,100000
"9830","0","2",2005-12-31,"1",38,-122.6,"3",0,"1","2","1",6912.49,313000
"9832","0","2",2005-12-31,"0",38,-122.6,"2",0,"3","1","0",12.98,350000
"9834","0","2",2005-12-31,"1",38.3,-122.3,"1",15,"3","1","0",2000.84,258500
"9840","0","2",2005-12-31,"0",38.4,-122.3,"2",0,"2","2","0",38852.67,337500
"9843","0","4",2006-04-04,"0",38.6,-121.6,"1",0,"1","2","1",7207.26,350000
"9856","1","2",2005-12-31,"1",38,-122.6,"2",0,"2","2","0",1e+05,350000
"9861","0","4",2005-12-31,"0",38.5,-121.3,"2",0,"2","2","1",18351.41,350000
"9862","0","2",2005-12-31,"0",38.1,-122.8,"2",0,"2","3","0",2e+05,200000
"9867","0","1",2006-01-01,"0",37.5,-122.2,"2",0,"3","3","0",48406.12,500000
"9871","0","2",2012-12-02,"0",38,-122.6,"3",0,"3","2","1",20141.11,350000
"9880","0","1",2006-04-04,"0",37.3,-120.5,"2",169.7,"2","2","1",5819.3,124000
"9886","0","4",1995-01-10,"0",38.7,-121.5,"2",0,"2","2","0",22819.02,125000
"9895","0","3",1995-01-10,"0",38.5,-121.4,"1",0,"2","2","1",11132.26,100000
"9918","0","3",2010-12-24,"0",33.7,-117.6,"2",0,"2","2","1",198.36,350000
"9921","0","2",2006-01-01,"0",38.4,-122.4,"3",0,"3","2","0",3771.25,140000
"9924","0","2",1997-01-05,"0",39.2,-121.8,"1",0,"2","2","0",25000,125000
"9939","0","2",2005-01-10,"0",34.1,-118.3,"2",0,"2","2","1",1322.28,350000
"9940","0","1",2010-03-06,"0",33,-117.3,"3",0,"3","2","0",1542.72,350000
"9952","0","2",1997-01-01,"1",38.4,-122.3,"2",0,"2","2","1",4359.5,224000
"9960","0","2",1997-01-01,"0",38,-122.4,"1",0,"2","2","1",2454.76,146300
"9965","0","1",1995-01-10,"0",39.7,-121.8,"2",0,"2","2","0",25985.1,196400
"9975","0","1",1998-02-24,"0",39.1,-122.9,"2",0,"2","2","0",166.17,19700
"9990","0","1",2010-02-25,"0",34,-118.8,"2",0,"2","2","0",18192.97,350000
"9992","0","1",2005-01-07,"0",37.9,-122.5,"2",0,"2","3","0",8167.22,33400
"9995","0","3",2005-01-10,"0",34.3,-119.4,"1",0,"3","2","0",23050,160000
"9999","0","2",1995-03-09,"1",38.4,-122.3,"2",0,"2","2","1",3896.45,210000
"10007","0","1",1995-01-08,"1",38.5,-122.9,"1",0,"3","2","1",15531.83,118500
"10016","0","4",1995-01-10,"0",38.6,-121.3,"2",0,"2","2","0",4081.99,160700
"10017","0","3",1998-02-06,"0",34.3,-119,"1",0,"2","2","0",20051.41,303500
"10021","0","2",2005-01-07,"0",34.1,-118.4,"1",0,"3","2","0",4726.8,280000
"10022","0","2",2005-01-10,"0",34.1,-118.5,"2",0,"2","2","1",6296.65,350000
"10030","0","2",1998-02-03,"0",39,-122.7,"3",0,"3","1","0",402.71,169600
"10049","0","1",2005-12-31,"0",38,-122.5,"1",0,"3","2","1",35735.34,350000
"10084","0","3",1995-01-10,"0",38.8,-121.2,"1",0,"2","2","0",5826.81,170000
"10090","0","3",1995-01-10,"0",38.6,-121.5,"1",0,"2","2","0",167.5,38000
"10104","0","2",1998-02-13,"0",37.5,-122.1,"2",0,"2","2","1",4127.53,70500
"10112","0","4",1995-01-10,"0",38.7,-121.4,"1",0,"2","2","0",665.5,52800
"10114","0","2",2005-01-10,"0",34.4,-119.6,"1",0,"3","2","1",1136.78,350000
"10119","0","2",1995-03-09,"0",38.3,-122.3,"1",0,"2","2","1",311,73000
"10130","0","2",1993-01-15,"0",37.7,-121.9,"1",0,"3","2","0",557.45,67600
"10144","0","4",1997-01-02,"1",38.2,-121.6,"2",15.9,"2","2","0",1600.06,184100
"10161","0","2",1998-02-03,"0",37,-121.9,"1",0,"2","2","1",2123,133000
"10166","0","4",1995-01-10,"0",38.7,-121.4,"1",0,"2","2","0",9106.85,108000
"10171","0","2",1998-02-02,"0",38,-122.6,"2",0,"2","2","1",632.9,315800
"10183","0","4",1995-01-10,"0",38.7,-121.5,"1",0,"2","2","1",5800,96600
"10184","0","4",1998-02-03,"0",38.7,-121.5,"1",0,"2","2","1",969.49,96600
"10189","0","2",1998-02-03,"0",37,-122,"1",0,"3","2","0",9747.17,102000
"10193","0","2",1995-03-12,"0",34,-118.6,"3",0,"1","1","0",1630,50000
"10205","0","2",1995-03-11,"0",34.1,-118.6,"2",0,"2","1","0",2880.09,230500
"10211","0","3",1995-01-10,"1",38.7,-121.4,"1",0,"2","2","0",9894.85,153400
"10218","0","2",1993-01-13,"0",38,-122.5,"1",0,"2","2","0",2134.77,137600
"10222","0","4",1995-01-10,"0",38.7,-121.3,"1",0,"2","2","0",2831.6,40000
"10229","0","2",1995-03-09,"0",38.3,-122.3,"1",0,"2","2","0",22000,118800
"10235","1","4",1995-01-10,"0",38.6,-121.5,"1",0,"2","2","0",138.5,122000
"10252","0","2",1995-01-10,"0",34.1,-118.6,"2",0,"2","1","0",2104.5,230500
"10258","0","1",1995-01-04,"0",33.8,-118.4,"1",0,"2","2","1",14613.3,105000
"10277","0","4",1995-01-10,"0",38.7,-121.2,"1",0,"2","2","1",265.57,125000
"10279","0","2",1995-01-09,"0",38.1,-122.6,"1",0,"2","2","0",1810,172700
"10286","0","2",2005-01-07,"0",37.9,-122.5,"2",0,"2","3","0",6713.8,333600
"10293","0","2",2005-12-31,"0",38,-122.6,"3",0,"3","2","1",73000,323000
"10296","0","4",1995-01-10,"0",38.6,-121.4,"1",0,"2","2","0",2330.27,138000
"10300","0","3",1995-03-10,"0",34.4,-119.3,"1",0,"3","2","1",1322.85,48000
"10322","0","3",1995-01-10,"0",38.5,-121.5,"1",0,"2","2","1",1754.41,129000
"10344","0","1",2019-02-15,"0",34,-116.5,"1",0,"2","2","1",365.08,350000
"10346","0","3",2005-01-08,"0",34.3,-119.4,"2",0,"2","2","0",1271.33,262200
"10347","1","1",1995-01-04,"0",33,-117.3,"3",0,"3","1","1",5300,10300
"10357","0","2",2005-01-09,"0",34.1,-118.4,"2",0,"2","2","1",8219.98,350000
"10362","0","2",1998-02-02,"0",38.2,-122.6,"1",0,"2","2","0",5539.7,134100
"10365","1","1",1995-03-10,"0",33,-117.3,"3",0,"3","1","1",1736.94,10300
"10380","0","4",1997-01-02,"0",38.2,-121.6,"1",0,"2","2","0",6201,86800
"10390","0","2",1998-02-06,"0",38.2,-122.6,"1",0,"2","2","1",2586.5,49000
"10391","0","1",1997-01-01,"0",38.4,-123.1,"1",0,"2","2","0",1610,184000
"10394","0","1",1995-01-10,"0",38.4,-123.1,"1",0,"2","2","0",1235,170000
"10429","1","2",1998-02-04,"0",34.1,-118.4,"3",0,"1","1","0",511.69,25000
"10433","0","3",1997-01-01,"0",40,-122.1,"1",0,"2","2","1",1128.41,36000
"10434","0","3",1998-02-03,"0",40,-122.1,"1",0,"2","2","1",784.43,36000
"10435","0","3",1998-02-04,"0",38.7,-121.5,"1",0,"2","2","0",13239.5,92300
"10445","0","1",1996-12-31,"0",40.2,-122.2,"1",0,"2","2","0",782.5,25000
"10450","0","3",1998-02-02,"0",38.7,-121.5,"1",0,"2","2","0",674.14,76000
"10453","0","2",1998-02-02,"0",38.2,-122.6,"1",0,"2","2","1",10757.24,15800
